,EventName,Date,City/Country,Exhibits,URL
11,"electronica India 2021 International Trade Fair for Electronic Components, Systems, Applications and Solutions","September 22, 2021 - September 24, 2021",Bangalore India Asia,"Semiconductors, Embedded systems, Displays, Micro- and nanosystems and sensor technology, Test and measurement, Electronic Design (ED/EDA), Passive components, Electromechanics and system periphery, Power supplies, PCBs, other circuit carriers and EMS, Assemblies and subsystems, Automotive, Wireless",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119604
12,BAUMA CONEXPO INDIA 2021 ( To be postponed),"April 20, 2021 - April 23, 2021",New Delhi India Asia,"Machinery, Equipment, Vehicles for  Construction Industry, Lifting Appliances, Conveyors, Building Material Plant - Cement, Concrete, Tunnel Construction, Accessories and Wearings for Construction Equipments, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119593
13,India International Fashion Jewellery Accessories Show,"September 24, 2020 - September 27, 2021",Mumbai India Asia,Costumes & fashion jewelry and accessories for various uses and designs,https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119512
14,19th International Foodtech 2021,"November 19, 2021 - November 21, 2021",Calcutta India Asia,"Bakery & Confectionery Machinery, Packaging Technology, Food processing Equipment, Food display system, Sweet & Snacks Machinery, Commercial Refrigeration & Cold chain, Food service equipment, Commercial kitchen system, Food additives & Ingredients, Dairy technology, Hospitality Industry POS & ITES products, Food preservation, Beverages processing technology etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119461
15,Tube India International 2021 9th All Indian Exhibition Conference for the Tube and Pipe Industries,"September  8, 2021 - September 10, 2021",Mumbai India Asia,"raw materials, tubes and accessories, tube manufacturing machinery, rebuilt and reconditioned machinery, process technology tools and auxiliaries, measuring and control technology, testing, trading, stockists of tubes, pipeline and OCTG technology etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/106935
16,"METEC India 2021 8th International Exhibition on Metallurgical Technology, Processes, Material Handling and Services","September  8, 2021 - September 10, 2021",Mumbai India Asia,"plant & equipment for processing prime, raw materials, iron & steel making, non-ferrous metal production, casting and pouring of molten steel & non-ferrous metals, shaping of steel, shaping of non-ferrous metals, gas purification; services for metallurgical plants and rolling mills etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/106936
17,wire India 2021 8th International Exhibition for the Wire Cable Industry,"September  8, 2021 - September 10, 2021",Mumbai India Asia,"wire manufacturing and finishing machinery, process technology tools, auxiliary process technology materials, materials, special wires and cables, measuring and control technology, test engineering etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/106934
18,2nd South Asia LPG Expo,"September 28, 2021 - September 29, 2021",Mumbai India Asia,"LPG Storage Tank, LPG Cylinders, LPG Valves and LPG Regulators, LPG Tankers, LPG Bobtails, LPG Coupling, LPG Terminals, LPG Refilling Unit, LPG Composite cylinders",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119423
19,FIRE INDIA 2021,"September 23, 2021 - September 25, 2021",New Delhi India Asia,"Fire Fighting Equipment/Fire Vehicles and Ancillary Equipment/ Personal Protective Equipment (Firefighter Boots, Gloves, Helmets, etc.)/Gas Detectors, Fire Proof Wiring & Fittings, Shutters, Fire Doors, etc./Surveillance Equipment/Disaster Management, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119373
20,AGRI ASIA 2021 10th International Exhibition on Agriculture Technology,"September  3, 2021 - September  5, 2021",GANDHINAGAR India Asia,"Smart irrigation, Crop yield analysis, Field monitoring, Spreading, Smart Data, Tractor, Advance machinery, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119371
21,FHIN Food Hotel India 2021,"June  2, 2021 - June  4, 2021",Mumbai India Asia,"food and beverages, tea & coffee, beer, wine & spirit, sea food, meat, bakery, commercial kitchen equipment, hospitality technology, interior designs, housekeeping, tableware, retail & hospitality food services",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119332
22,ChemExpo INDIA,"April 20, 2022 - April 21, 2022",Mumbai India Asia,"l Agrochemicalsl Dyes, pigments & textilechemicalsl Fibres & textilesl Fine chemicalsl Home & personal care l Inorganic chemicalsl Organic chemicalsl Paints, coatings & inks l Pharmaceuticalsl Plasticsl Speciality chemicals",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110464
23,PPS 2021 PackPlus South,"December 17, 2021 - December 19, 2021",Hyderabad India Asia,"Packaging Machines, Materials & Equipment; Coding & Marking Solutions;  Label Printing Equipment;  Corrugated Box Making Machinery;  Paper, Film, Foil, Inks & Other Consumables;  Supply Chain, Logistics and Material Handling;  Barcodes & RFID;  Rigid & Flexible Packaging;  Flexible INtermediate Container;  Woven, Sacks & other Bulk Packaging Solutions;  End-of-Line Packaging Solutions",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110203
24,AGRI INTEX 2021,"July 11, 2021 - July 14, 2021",Coimbatore India Asia,"Agricultural Equipment & Machinery, Greenhouses / Precise Agriculture, Aquaculture, Livestock / Dairy Farming / Poultry, R&D, Fertilizers & Chemicals, Biotechnology, Greenhouses / Precise Agriculture, Marketing & Export Services, Irrigation and Water Technologies, Floriculture / Organic Agriculture, Renewable Energy, Tractors and Tyres, Others",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119147
25,6th Smart Cities India 2021 Expo,"March 24, 2021 - March 26, 2021",New Delhi India Asia,"Sustainable environment, Potable water,  Sanitation,  Mobility, Connected / Autonomous vehicles,  Urban mobility and public transport: bus / rail / metro / mono rail, etc.Traffic control rooms, Smart parking, Digital India: e-Governance, Green buildings, Urban planning,  Smart buildings, Safety, security and surveillance, Disaster management, Smart health, Smart education, Make in India, Plan and build new smart cities, Retrofit existing cities, Heritage cities, Smart aerotropolis, Geographical information systems (GIS), Sensors, Semiconductors, Special economic zones (SEZs), industrial parks, Mayors conclave, Smart villages",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/119146
26,ACMA Automechanika New Delhi 2021,"April 22, 2021 - April 25, 2021",New Delhi India Asia,"Parts & Components, Electronics & Systems, Repair & Maintenance, Accessories & Customising, Carwash, care & Reconditioning, Management and digital solutions",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110168
27,"PLASTINDIA 2022 11th International Plastics Exhibition, Conference Convention","February 17, 2022 - February 21, 2022",New Delhi India Asia,"Plastics material, processing machine/equipments, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110048
28,MAHATech 2022 (19th),"February 10, 2022 - February 13, 2022",Pune India Asia,"Process Industry Equipment, Engineering, Machinery, Machine Tools, Electrical, Electronics, Instrumentation & Automation, Packaging, Pharma Machines, Services & Consultancy",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110066
29,IMTEX 2021 International Machine Tool and Manufacturing Technology Exhibition,"June 17, 2021 - June 23, 2021",Bangalore India Asia,"Turning Machines, Drilling machines & Boring Machines, Milling machines, Gear Cutting & Finishing machines, Screwing & Tapping machines, Planing, Shaping, Slotting & Broaching machinesSawing and Cutting-off machines, Grinding machines, Tool grinding machines, Special Purpose Grinding machine, Honing, Lapping, Polishing & Deburring machines, Special production machines & unit heads, Electro erosion machines, Machines for unconventional & other operationsCNC Multi-function machines, Machining Centres, Hardening and heating machines, Assembling systems & Industrial robots, Flexible manufacturing systems, Organisations, Tools for metal working machine tools including press tools and dies Attachments, accessories and fixtures for machine tools, Measuring machines and instrumentsSensors and diagnostics, Portable electric or pneumatic toolsCAD/CAM - hardware and softwareTesting and balancing machinesHydraulic and pneumatic systems, Lubricating oilIndustry,  4.0Additive Manufacturing",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109721
30,EXCON 2021,"December  7, 2021 - December 11, 2021",Bangalore India Asia,"Aggregate Equipment, Asphalt Equipment, Attachments/Compactors, Components/Accessories, Compressors/Generators, Concrete Making Equipment, Construction Equipment & Construction Work, Drill, Power Tools, Earth Moving Equipment, Electronics/Controls/Instrumentation, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110485
31,ELEKTROTEC 2021 Electrical and Industrial Electronics Trade Fair,"August 12, 2021 - August 15, 2021",Coimbatore India Asia,"Cables, Conductors, Winding Wires, Electrical, Electronics Components,Industrial Control & Automation Systems, Switchgear, Sensing, Measuring, Indicating,Testing, Transformers,Power Electronics, Capacitors, Motors & Generators, Lighting, Energy Meters.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108970
32,AMTEX 2021,"April  8, 2021 - April 11, 2021",New Delhi India Asia,"Machine tools, forging machines, other related equipment, control equipment, related software (CAD, CAM, etc.), other related equipment, precision measuring equipment, optical measuring equipment, cemented carbide tools, special steel tools, machine tools, diamond & CBN tools, Grinding wheels & abrasives, hydraulic/pneumatic & hydraulic equipment, gears & gear devices, machine tools, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109819
33,IREE 2021 14th International Railway Equipment Exhibition,"October 21, 2021 - October 23, 2021",New Delhi India Asia,"Locomotives & Rolling Stock, Bridge & Tunnel Equipment, Civil Construction, Compressors, Cranes & Hoists, Industrial Engineering, Loco Shed & Workshop Equipment, Machine Tools & Manufacturing Systems, Mass Rapid Transport System, Tourism, Mterial Handling Equipment, Electrical Machines.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110416
34,Intersolar India,"December 14, 2021 - December 16, 2021",Mumbai India Asia,"Photovoltaics, PV Production Technologies, Energy Storage, Solar Thermal Technologies.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/55661
35,Intex South Asia,"December  9, 2021 - December 11, 2021",New Delhi India Asia,"Fibres, Yarns, Apparel Fabrics, Denim Fabrics, Dyes & Chemicals, Clothing Accessories, Allied Services, Software & ERP solutions, Testing Equipment & Compliance Solutions, Design Studios, Trends & Fashion Forecasters",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108234
36,pacprocess food pex processing packaging,"December  9, 2021 - December 11, 2021",Mumbai India Asia,"Processes and machinery for the packaging of food, pharmaceuticals, cosmetics, consumer goods (non food) and industrial goods, Packaging materials, packaging means and production of packaging, Processes and machinery for confectionery and bakery products, Automation technology, Services, Recycling",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109622
37,"Paperex 15th International Exhibition Conference on Pulp, Paper and Allied Industries","December  6, 2021 - December  9, 2021",New Delhi India Asia,"Specialty paper, printing paper, pulp, raw materials, paper, cardboard, coated paper, cardboard, bleaching, storage, paper machinery, printing ink, graphic chemical industry, specialty chemicals, coating, finishing, chemical products, environmental protection equipment, quality control, packaging.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109589
38,IRE 2022 11th India Rubber Expo,"January 20, 2022 - January 22, 2022",New Delhi India Asia,"automotive tyres/tubes, belts and beltings, camelback products, latex products, conveyors, V belts, transmissions, rubber canvases , footwear, machinery and testing equipment, moulded/extruded rubber goods.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110126
39,14th HTS International Exhibition Conference on Heat Treatment,"September 29, 2021 - October  1, 2021",Mumbai India Asia,"Refractory & Insulation Materials, Temperature Measuring & Control Devices, Process Automation Technology & Equipment, Metallographic, Hardness & Material Testing Equipment, Heat Treatment Service Providers, Shot Blasting and Shot Peening Equipment, Fixtures, Radiant Tubes and Tray Suppliers, Charging Machines and Quenching Systems, Heat Exchangers, Radiators & Cooling Towers, Industrial Washing Machines, Continuous & Batch Type Furnaces, Controlled Atmosphere Furnaces, Nitriding Furnaces, Vacuum Furnaces, Laser Hardening & Heating Equipment, Induction Hardening & Heating Equipment, Cryogenic Equipment, Microwave Heating, Plasma Nitriding Technology & Equipment for Surface Treatments, Flame Hardening, Gas Generators and Sensors, Industrial Gas Suppliers, Quenchants, Fuel Additives and Consumables, Fire Fighting and Safety Equipment, Oil Filtration Equipment, Burners & Combustion Equipment, Modelling & Simulation, Calibration Services, In-situ Heat Treatment, Forging & Foundry Industry",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110084
40,4th MET International Exhibition Conference on Materials Engineering Technology,"September 29, 2021 - October  1, 2021",Mumbai India Asia,"Metallic Materials and Alloys, Advanced Materials, Smart Materials for Defence,  Weapons & Systems, Composites, Inorganic non-metallic materials,  Ceramics, Polymers, Cement, Glass, Fibres etc. Energy Materials, Solar Photo Voltaic, Energy storages technologies, etc. Fossil Materials, Coal, Lignite etc. Nano structured Materials, and technology, Additive Manufacturing & 3D Technologies, Automation & Robotics, Digital Manufacturing, Thermo plastics, Electronics and Magnetics, Materials Testing / Characterization Equipment Inspection, Assembling Equipment & Systems, Surface Modifications including Process and Equipment, Forming & Fabrication, Lasers & Laser Systems, Contract, Manufacturing Services Controls, CAD/CAM Software, Artificial Intelligence Software/Simulations, Micro Manufacturing & Precision Machinery, Workplace Safety & Ergonomics, Coolants & Lubricants, RFID Cyber Security, Material Environment interaction Efficiency, Material Research & Development",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/110083
41,Tooltech 2021,"June 17, 2021 - June 23, 2021",Bangalore India Asia,"Cutting Tools, Forming Tools, Abrasive and Polishing Tools, Tooling Systems, Workholding, Automation for Storage & Transport, Components for Robotics & Automation, Attachments, Accessories & Sub-systems, Mechanical Elements and Components, Hydraulic and Pneumatic Systems and Elements, Electrical & Electronic Equipment, Feeding Systems, Testing Machines,Measuring, Inspection & Quality Control,  Dies & Moulds,  Production Control & Networks, Controls, Drives and Systems, Shop Equipment, Waste Disposal Equipment, Lubrication & Coolant, Welding Material & Accessories, Raw Materials, CAD/CAM, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108188
42,"glasspex INDIA 2021 7th International Exhibition for Glass production, Processing, Products","September 23, 2021 - September 25, 2021",Mumbai India Asia,"Glass production and production technology, Glass processing and finishing, Glass products and applications (e.g. energy saving glasses, solar technology), Tools, parts equipment and fittings, Measurement, testing and control technology, Contracting, consulting and engineering, Research and media.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109729
43,INDIA ITME 2021 11TH INDIA INTERNATIONAL TEXTILE MACHINERY EXHIBITION,"December  8, 2021 - December 13, 2021",Greater Noida India Asia,"Spinning Machinery and Spare parts, Weaving, Knitting, Embroidery, Garment Making Machinery, Garments And Other Textile Processing Machinery, Dyeing And Finishing Machinery, Digital Printing, Technical Textiles, Textile Dyes & Industrial Chemicals, Laboratory Testing And Measuring Equipment's, Software And Design",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109680
44,AUTOMATION EXPO 2021,"September 22, 2021 - September 25, 2021",Mumbai India Asia,"Factory Automation, Industrial Automation , Electric Automation ,Process Automation and Control Systems ,Field Instrumentation & Smart Sensors ,Robotics & Drives, etc.",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/58444
45,Parking InfraTech Expo,"May  5, 2021 - May  7, 2021",New Delhi India Asia,"Parking Management, Technology, Design, Mobile Apps, Security, Communication, Access Control",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/109222
46,15th ENGIMACH 2021,"December  1, 2021 - December  5, 2021",Gandhinagar India Asia,"Machine Tools, Cutting Machine Tools, Forming Machine Tools, Accessories, Additive Manufacturing, Surface Finishing & Blasting Precision Tools, Tube & Pipe Technology, Power Tools & Hand Tools, Gears, Motors & Drives, Robotics & Automation, Welding Equipment & Consumables, Hydraulics & Pneumatics, Fastner & Hardware, Air Compressor, Pumps & Valves, Testing & Measuring, Ites (Softwares)Material Handling, Storage & Logistics, Industrial  Safety, Industrial  Supplies, Newly Launched & Spms",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108358
47,9th India Machine Tools Show 2021 9th IMTOS 2021,"July  1, 2021 - July  4, 2021",New Delhi India Asia,"Machine Tools, Cutting & Forming Precision Tools, Power Tools & Hand Tools, Electronics & Electricals Machine Tools, Accessories, Robotics & Automation, Brass Parts, Storage & Logistics, Industrial Lubricants,Material Handling, Equipment, ITES (Software, CAD-CAM)Hydraulics & Pneumatics, Air Compressor, Pumps & Valves T esting & Measuring Instruments, Welding Equipment & Consumables, Casting & Forging Machinery, Gears, Motors & Drives, Surface Finishing & Blasting, Tube & Pipe Technology, Newly launched products and technology, ustrial Safety Industrial Supplies",https://www.jetro.go.jp/en/database/j-messe/tradefair/detail/108357
